"age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
20,"Private",391679,"HS-grad",9,"Never-married","Sales","Other-relative","White","Male",0,0,60,"United-States","<=50K"
31,"Private",316672,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
20,"Private",381357,"9th",5,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,28,"United-States","<=50K"
40,"Self-emp-inc",37997,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
48,"Private",207058,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,37,"United-States","<=50K"
39,"Self-emp-not-inc",194004,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States","<=50K"
60,"Private",31577,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States",">50K"
42,"Private",108506,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,60,"United-States","<=50K"
62,"Federal-gov",125155,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,38,"United-States","<=50K"
43,"Self-emp-not-inc",110355,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
38,"Private",461337,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,33,"United-States","<=50K"
46,"Private",220124,"HS-grad",9,"Separated","Craft-repair","Not-in-family","White","Male",0,0,37,"United-States","<=50K"
45,"Private",187969,"Assoc-voc",11,"Never-married","Sales","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
59,"Private",245196,"10th",6,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States",">50K"
38,"Private",241153,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States",">50K"
42,"Private",136177,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
59,"Private",291529,"10th",6,"Widowed","Machine-op-inspct","Not-in-family","White","Male",0,0,52,"United-States","<=50K"
29,"Self-emp-not-inc",32280,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
63,"Private",230823,"12th",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"Cuba","<=50K"
25,"Private",230292,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private",38455,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
51,"Private",157043,"11th",7,"Widowed","Handlers-cleaners","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
43,"Self-emp-not-inc",96129,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,60,"United-States","<=50K"
62,"Private",169204,"HS-grad",9,"Widowed","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
50,"Private",125417,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,40,"United-States",">50K"
30,"Private",163604,"Bachelors",13,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States",">50K"
42,"Local-gov",126319,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
22,"Local-gov",195532,"Some-college",10,"Never-married","Protective-serv","Other-relative","White","Female",0,0,43,"United-States","<=50K"
41,"Private",204046,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",142897,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",7298,0,35,"Taiwan",">50K"
51,"Private",145409,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
41,NA,277390,"Bachelors",13,"Married-civ-spouse",NA,"Wife","White","Female",0,0,30,"United-States",">50K"
31,"Private",387116,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,36,"Jamaica","<=50K"
33,"State-gov",295589,"Some-college",10,"Separated","Adm-clerical","Own-child","Black","Male",0,0,35,"United-States","<=50K"
43,"Private",161226,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
51,"Private",162988,"10th",6,"Divorced","Other-service","Unmarried","White","Female",0,0,25,"United-States","<=50K"
46,"Private",118419,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,38,"United-States","<=50K"
45,"Private",45857,"11th",7,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,36,"United-States","<=50K"
50,"Private",129673,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States",">50K"
27,"Private",99897,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private",329054,"11th",7,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K"
33,"Private",190772,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1617,40,"United-States","<=50K"
53,"Self-emp-not-inc",257126,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
45,"Self-emp-not-inc",94962,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"England","<=50K"
35,"Local-gov",216068,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
25,"Private",130302,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United-States","<=50K"
23,"Private",189924,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
34,"Private",156464,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,85,"England",">50K"
40,"Federal-gov",73883,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
54,"Private",222020,"10th",6,"Divorced","Other-service","Not-in-family","White","Male",0,0,70,"United-States","<=50K"
79,NA,100881,"Assoc-acdm",12,"Married-civ-spouse",NA,"Wife","White","Female",0,0,2,"United-States",">50K"
48,"Private",267912,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,50,"Mexico",">50K"
43,"Private",75742,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
50,"Private",202044,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States","<=50K"
41,"Self-emp-not-inc",83411,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
27,"Private",221166,"9th",5,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
18,"Self-emp-not-inc",42857,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
49,"Private",169042,"HS-grad",9,"Separated","Prof-specialty","Unmarried","White","Female",0,625,40,"Puerto-Rico","<=50K"
30,"Private",261023,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,50,"United-States","<=50K"
32,"Local-gov",161478,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","Asian-Pac-Islander","Female",0,0,46,"United-States","<=50K"
19,"Private",220001,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K"
30,"Private",207668,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,30,"United-States","<=50K"
22,"Local-gov",399020,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
29,"Private",244395,"11th",7,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
36,"Private",220696,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",102607,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
38,"Private",205359,"11th",7,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,32,"United-States","<=50K"
36,"Federal-gov",203836,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","<=50K"
19,NA,124884,"9th",5,"Never-married",NA,"Not-in-family","White","Female",0,0,25,"United-States","<=50K"
23,"Private",259301,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
30,"Self-emp-inc",178383,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,70,"United-States","<=50K"
49,"Self-emp-not-inc",349986,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
42,"Local-gov",351161,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
53,"Private",270546,"HS-grad",9,"Divorced","Priv-house-serv","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
59,"Private",126668,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5178,0,50,"United-States",">50K"
51,"Self-emp-inc",304955,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
34,"Private",226443,"HS-grad",9,"Divorced","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private",77665,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
32,"Private",117779,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Female",0,0,35,"United-States","<=50K"
20,"Private",42706,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
25,"Private",160261,"Some-college",10,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Male",0,0,40,"China","<=50K"
30,"Private",80933,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",137814,"Some-college",10,"Separated","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
20,"Private",323009,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"Germany","<=50K"
53,"Self-emp-not-inc",33304,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,"United-States",">50K"
28,"Self-emp-not-inc",31717,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",276221,"10th",6,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"Private",299422,"7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","<=50K"
45,"Private",84790,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
29,"Private",205499,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,45,"United-States","<=50K"
30,NA,298577,"HS-grad",9,"Never-married",NA,"Own-child","White","Male",0,0,30,"United-States","<=50K"
42,"Private",121055,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
39,"Private",176335,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,65,"United-States",">50K"
31,"Private",110643,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
25,"State-gov",120041,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Private",146908,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
25,"Private",73895,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,10,"United-States","<=50K"
49,"Self-emp-not-inc",355978,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,35,"United-States",">50K"
58,"Private",202652,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,40,"Dominican-Republic","<=50K"
51,"Private",59590,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States","<=50K"
21,"Private",166517,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Private",323545,"HS-grad",9,"Never-married","Tech-support","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
23,"Private",109952,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
25,"Private",114345,"9th",5,"Never-married","Craft-repair","Unmarried","White","Male",914,0,40,"United-States","<=50K"
31,"Private",295697,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
47,"Federal-gov",329205,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,40,"United-States","<=50K"
26,"Private",263200,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
34,"Private",134737,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",182177,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",3325,0,35,"United-States","<=50K"
61,NA,190997,"HS-grad",9,"Married-civ-spouse",NA,"Husband","White","Male",0,0,6,"United-States","<=50K"
28,"Local-gov",185647,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,48,"United-States","<=50K"
46,"Private",271828,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
20,"State-gov",39478,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,54,"United-States","<=50K"
44,"State-gov",180609,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Self-emp-not-inc",178564,"Bachelors",13,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,40,"United-States","<=50K"
32,"Private",303942,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private",190107,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-inc",79586,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Other","Male",0,0,60,"United-States","<=50K"
19,"Private",472807,"1st-4th",2,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,52,"Mexico","<=50K"
19,"Private",63363,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,30,"United-States","<=50K"
36,"Private",224531,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
32,"Local-gov",95530,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"Private",184121,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","<=50K"
29,"Private",46987,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
28,"Self-emp-inc",153291,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
68,"State-gov",493363,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States","<=50K"
33,"State-gov",43716,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,4,"United-States","<=50K"
38,"Private",470663,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
29,"Private",108574,"Assoc-voc",11,"Never-married","Priv-house-serv","Own-child","White","Female",0,0,40,"United-States","<=50K"
23,"Private",32616,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
49,"Private",105431,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
20,"Private",164441,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States","<=50K"
64,"Private",66634,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Male",27828,0,50,"United-States",">50K"
57,"Self-emp-not-inc",102058,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
48,"Private",125892,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Poland","<=50K"
28,"Private",65171,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",348690,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Self-emp-inc",299036,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K"
47,"Private",341995,"Some-college",10,"Divorced","Sales","Own-child","White","Male",0,0,55,"United-States","<=50K"
38,"Private",186145,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K"
32,"Private",112137,"Preschool",1,"Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",4508,0,40,"Cambodia","<=50K"
45,"Private",362883,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,40,"United-States","<=50K"
42,"Private",221172,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Private",184806,"Prof-school",15,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,50,"United-States","<=50K"
42,"Private",177989,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
47,"Self-emp-not-inc",243631,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"South","<=50K"
41,"Local-gov",193524,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Private",105021,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
31,"Private",156464,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,25,"United-States","<=50K"
21,"Private",351084,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",252024,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,20,"Mexico","<=50K"
49,"Private",50282,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","White","Male",3325,0,45,"United-States","<=50K"
39,"Self-emp-not-inc",122353,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private",120985,"HS-grad",9,"Divorced","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",180477,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,47,"United-States","<=50K"
30,"Private",341051,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States",">50K"
46,"Private",84402,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States",">50K"
43,"Private",174051,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
23,"Private",291011,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
33,"Private",143653,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","<=50K"
43,"Private",238530,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
48,"Private",349151,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"Private",231053,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,70,"United-States",">50K"
29,"Private",32897,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
39,"Private",114591,"Some-college",10,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
36,"Private",376455,"Assoc-voc",11,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
20,"Private",216563,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
24,"Private",278130,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Private",190194,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"State-gov",143385,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-inc",125892,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
64,"Self-emp-not-inc",106538,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
36,"Private",146311,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",153805,"HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","Other","Male",0,0,40,"Ecuador","<=50K"
33,"Private",111985,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,58,"United-States","<=50K"
41,"Local-gov",160785,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
41,NA,211873,"Assoc-voc",11,"Married-civ-spouse",NA,"Wife","White","Female",0,1628,5,NA,"<=50K"
47,"State-gov",80282,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
55,"Self-emp-not-inc",68006,"7th-8th",4,"Never-married","Other-service","Other-relative","White","Female",0,0,60,"United-States","<=50K"
38,"Local-gov",115076,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States",">50K"
35,"Private",52187,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
50,"Self-emp-not-inc",42402,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,30,"United-States",">50K"
35,"Private",82622,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
29,"Private",164040,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",418020,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
56,"Private",392160,"HS-grad",9,"Widowed","Sales","Unmarried","White","Female",0,0,25,"Mexico","<=50K"
33,"Private",323069,"Assoc-voc",11,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
36,"Private",160035,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
28,"Private",194200,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","<=50K"
62,"Private",88055,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Federal-gov",301010,"Some-college",10,"Never-married","Armed-Forces","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
74,"Private",194312,"9th",5,"Widowed","Craft-repair","Not-in-family","White","Male",0,0,10,NA,"<=50K"
37,"Local-gov",218184,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
58,"Private",203735,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
43,"Local-gov",144778,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,NA,"<=50K"
17,"Local-gov",175587,"11th",7,"Never-married","Protective-serv","Own-child","White","Male",0,0,30,"United-States","<=50K"
46,"Private",150499,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Private",54260,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,99,"United-States","<=50K"
42,"Private",214503,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United-States",">50K"
42,"Private",152889,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
42,"Private",529216,"HS-grad",9,"Separated","Transport-moving","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
46,NA,148489,"HS-grad",9,"Married-spouse-absent",NA,"Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
59,"Private",271571,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,50,"United-States",">50K"
34,"Private",204470,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
50,"Private",185846,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
53,"Private",152657,"10th",6,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K"
64,"Private",60940,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",8614,0,50,"France",">50K"
43,"Private",188808,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
19,"Local-gov",292962,"HS-grad",9,"Never-married","Craft-repair","Other-relative","Black","Female",0,0,40,"United-States","<=50K"
44,"Private",139907,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,50,"United-States","<=50K"
54,"Federal-gov",21698,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
29,"Private",253262,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
52,"Private",98752,"9th",5,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
61,"Private",128230,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States","<=50K"
63,"Private",125954,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",2174,0,40,"United-States","<=50K"
28,"Private",132191,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",">50K"
37,"Private",374524,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
18,"Private",215190,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
39,"Private",126494,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
40,"Private",55395,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
36,"Self-emp-not-inc",89622,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,80,"United-States",">50K"
52,"Private",155433,"5th-6th",3,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,NA,"<=50K"
44,"Private",182616,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
24,"Private",194654,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
55,"Self-emp-not-inc",205296,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,50,"United-States","<=50K"
